1d97	名（女性）
1	阿加特 (Agate)
2	艾莉森 (Alison)
3	阿洛迪 (Alodie)
4	阿尔维娜 (Alvina)
5	阿什莉 (Ashley)
6	阿塞拉 (Athela)
7	奥黛丽 (Audrey)
8	贝达 (Beda)
9	贝迪莉娅 (Bedelia)
10	贝弗利 (Beverly)
11	布莱克 (Blake)
12	布利斯 (Bliss)
13	布洛瑟姆 (Blossom)
14	西德里卡 (Cedrica)
15	塞雷利娅 (Cerelia)
16	科莉丝 (Corliss)
17	达莉娅 (Dahlia)
18	黛西 (Daisy)
19	迪安娜 (Deana)
20	德拉 (Della)
21	德娜 (Dena)
22	多安妮 (Doanne)
23	埃达 (Eadda)
24	厄琳 (Earline)
25	埃巴 (Ebba)
26	伊迪丝 (Edith)
27	埃德蒙达 (Edmonda)
28	埃加达 (Egarda)
29	埃尔弗里达 (Elfrida)
30	厄琳 (Erline)
31	埃弗瑞尔德 (Everild)
32	埃弗利 (Everly)
33	费丝 (Faith)
34	法拉 (Farrah)
35	芬恩 (Fern)
36	弗莱塔 (Flyta)
37	杰拉尔丁 (Geraldine)
38	格雷达 (Gleda)
39	吉莎 (Gytha)
40	哈拉尔妲 (Haralda)
41	希瑟 (Heather)
42	希尔达 (Hilda)
43	伊莫金 (Imogene)
44	伊莉亚 (Iria)
45	伊尔维特 (Irvette)
46	乔伊斯 (Joyce)
47	朱丽叶 (Juliette)
48	琼 (June)
49	贾斯蒂丝 (Justice)
50	凯尔西 (Kelsey)
51	拉里 (Lari)
52	拉克 (Lark)
53	拉西 (Lassie)
54	劳伦 (Lauren)
55	利安妮 (Leanne)
56	利 (Leigh)
57	莉莉安娜 (Lilyana)
58	林德利 (Lindley)
59	洛黛玛 (Lodema)
60	洛娜 (Lorna)
61	卢埃拉 (Louella)
62	林恩 (Lynn)
63	麦迪逊 (Madison)
64	迈达 (Maida)
65	玛丽戈尔德 (Marigold)
66	玛丽 (Mary)
67	梅格 (Meg)
68	梅尔巴 (Melba)
69	内尔达 (Nelda)
70	内尔 (Nell)
71	诺玛 (Norma)
72	诺维拉 (Norvella)
73	奥莱莎 (Oletha)
74	奥佩琳 (Opeline)
75	奥兰 (Orlan)
76	奥尔内尔 (Ornelle)
77	帕梅拉 (Pamela)
78	佩顿 (Payton)
79	菲尔贝塔 (Philberta)
80	波西 (Posy)
81	普丽姆罗丝 (Primrose)
82	蕊 (Rae)
83	罗西娅 (Rohesia)
84	罗斯 (Rose)
85	罗维娜 (Rovena)
86	路 (Rue)
87	桑尼瓦 (Sunniva)
88	萨顿 (Sutton)
89	提摩西娅 (Timothea)
90	廷布尔 (Tinble)
91	瓦萨 (Wassa)
92	威尔伯加 (Wilburga)
93	维拉 (Willa)
94	温迪 (Windy)
95	温妮弗雷德 (Winifred)
96	泽琳 (Zelene)
97	泽菲琳 (Zephyrine)
