1d100	活动-石像鬼
1	在收到一笔以宝石为主的丰厚过路费后，顺从地放行 Acquiescing after being paid a heft toll, mostly in gemstones
2	与盘踞在附近废墟的教堂幽魂结为盟友 Allied with the Church Grim that haunts nearby ruins
3	正以跳棋游戏自娱自乐 Amusing themselves with a game of draughts
4	傲慢地咧嘴笑着，窥视着一群大地精士兵 Arrogantly grinning as they spy a group of Hobgoblin Soldiers
5	在方尖碑墓碑的尖端上危险地保持平衡 Balancing precariously on the tips of obelisk grave markers
6	将利剑扭曲成笨重的手镯 Bending swords into bulky bracelets
7	四肢着地追逐一只美味的巨型老鼠 Bounding on all fours after a delicious Giant Rat
8	向害羞的女像柱鞠躬致意 Bowing to blushing Caryatid Columns
9	美得令人窒息：呈现出天使形态的水晶标本 Breathtakingly beautiful: crystalline specimens in the form of angels
10	用加重网捕捉一只狗头人 Capturing a Kobold with a weighted net
11	追逐一位逃跑的哲学家，被她的长袍绊倒 Chasing a fleeing Philosopher, tripping on her robes
12	由空心烧制陶土制成，廉价且涂成石头外观 Cheaply made from hollow, fired clay painted to look like stone
13	正在雕刻一对伴侣的混合石像，以它们为模特 Chiseling a blended likeness in stone, as a mated pair models
14	如石雕秃鹫般盘旋在一位流血不止的老兵上空 Circling like stone Vultures above a Veteran, bleeding out
15	正用爪子攀爬一堵摇摇欲坠的墙壁 Clawing their way up a crumbling wall
16	对早已逝去的僧侣/修士进行滑稽剃度的模仿 Comically tonsured interpretations of long dead Monks/Friars
17	自信地冲向一群装备不足的兽人 Confidently charging at a group of under-equipped Orcs
18	模仿鸽子的咕咕声，惟妙惟肖 Cooing like Doves, convincingly
19	暗中尾随一位牧师，希望他们能解除诅咒 Covertly stalking a Cleric, hoping they can remove a Curse
20	蹲伏在壁龛中，目光炯炯有神 Crouching in alcoves with unblinking gazes
21	用骨头和颅骨装饰它们的巢穴 Decorating their aerie with bits of bone and skulls
22	守护祭坛，防止侍僧的祝福仪式 Defending an altar from the blessings of an Acolyte
23	以其形态和性格描绘七宗罪 Depicting the Deadly Sins in their form and personalities
24	摧毁雕刻精美的石板，破裂时发出噼啪声 Destroying artfully engraved slabs of stone that crackle on cracking
25	被一群勇敢的蝙蝠分散了注意力，它们决定在此处倒挂 Distracted by a brave swarm of Bats that decided to dangle here
26	俯冲攻击一只扭曲兽，但大多数时候都未能命中 Divebombing a Warp Beast, missing most of the time
27	懒洋洋地在巡逻中从一个栖木飘到另一个栖木 Drifting lazily from perch to perch on patrol
28	全身刻满了蛛网般的凹雕，赋予它们各自一个法术。 Engraved extensively with spidery intaglio, grants them each a Spell
29	出色的弓箭手/狙击手，从高处倾泻箭雨 Excellent archers/snipers, rain volleys from above
30	炫耀其飞行能力，而食人魔则挥舞着沮丧的拳头 Flaunting their powers of flight as an Ogre shakes a frustrated fist
31	向敌人投掷黏糊糊的灰色软泥团 Flinging gooey globs of Grey Ooze at foes
32	在雕刻的羽翼上无声地振翅 Fluttering silently on feather carved wings
33	凝视着一尊活石像，对其感到困惑不解 Glaring at a Rock Living Statue, unsure what to make of it
34	表面凝结着露珠，若采集可作圣水使用 Glistening with dew that serves as Holy Water if harvested
35	怒视着一位手持发光圣剑的圣武士 Glowering at a Paladin with a glowing sword
36	挑唆商人留下贡品 Goading a Trader into leaving tribute
