1d100	物品-圣物
1	阿德雷苏斯的喉结：佩戴于项链上，每日可施展一次腹语术，每周可施展一次呐喊术 Adresus’ Larynx: Worn on Necklace, Ventriloquism 1/day, Shout 1/week
2	艾森圣袍：血迹斑斑，护甲值如板甲，据传能复活死去的动物 Aeson’s Vestments: Bloodstained, AC as Plate, said to Raise Dead Animals
3	圣乌巴鲁姆的玛瑙之眼：头饰，随意侦测邪恶，每季一次石化转血肉 Agate Eye of St. Ubarum: Diadem, Detect Evil at Will, Stone to Flesh 1/season
4	阿尔刻提斯之足：干瘪褪色，每月一次，在虔诚膜拜后获得加速效果 Alkestis’ Foot: Desiccated, discolored, Haste within 1/month of Veneration
5	卢沙利姆之臂：铁铸圣锤，赐予提升士气的幻象 Arm of Lu-Shalim: Ironbound, as a Mace Holy grants Visions to Improve Morale
6	阿斯塔科斯箭矢：手镯，每日一次抵御飞弹，治愈疤痕 Arrowhead of Astacos: Bracelet, Protection from Missiles 1/day, Heals Scars
7	涅菲尔梅特的裹尸布：每周一次，腐朽的亚麻布可提供对不死生物的保护 Bandages of Nefermaet: Moldering Linen as Protection from Undead 1/week
8	阿胡姆-瓦卡尔的胡须：编有金丝，每日重新编织可获得+2力量 Beard of Ahum-Waqar: Braided with Gold, +2 STR if re-braided Daily
9	圣欧格纳斯之胆汁：梨形小瓶，为使用者提供一次额外的疾病豁免检定机会。 Bile of St. Oeagnus: Pear-shaped Vial, grants for another Save vs Disease
10	安菲翁之血：展示时，可使吸血鬼如同13级牧师般行事。 Blood of Amphion: Turns Vampires as a 13th Level Cleric when Presented
11	希什之骨：棺椁圣物，可在战前为最多3d100名士兵赐福 Bones of Hish: Coffin Reliquary, Blesses up to 3d100 Soldiers prior to Battle
12	纳索斯之碗：简单的木制碗，从中取食可治愈重伤 Bowl of Narthos: Simple Wooden, Food eaten from it Cures Serious Wounds
13	圣尤巴卢斯之脑：浸泡在罐中，每周随机授予一个法师法术 Brain of St. Eubalus: Pickled in Jar, grants a Random MU Spell 1/week
14	提莫纳克斯之烙印：燃烧的火炬，抗火且免疫龙焰 Brand of Timonax: Burnt Torch, Resist Fire and Immunity to Dragon Fire
15	圣卢加胸甲：如同+3板甲，邪恶生物攻击时受到d4点伤害 Breastplate of St. Luga: As Plate +3, Evil Creatures take d4 damage on Attacks
16	塔明修士的羽毛笔：每月一次，可随机抄录祈祷文或神学卷轴 Brother Tamin’s Quill: Dictates Prayers/Theology, 1/month Random Scroll
